timestamp,cpu_perc,mem_usage,net_io,block_io,pids
2025-12-09T13:31:07+0100,4.53%,57.84MiB / 27.26GiB,53.2kB / 11.1kB,0B / 0B,23
2025-12-09T13:31:11+0100,249.06%,183.4MiB / 27.26GiB,9.99MB / 278kB,0B / 66.6MB,62
2025-12-09T13:31:13+0100,17.19%,195.6MiB / 27.26GiB,10.1MB / 297kB,0B / 66.6MB,56
2025-12-09T13:31:16+0100,15.03%,209.3MiB / 27.26GiB,10.2MB / 317kB,0B / 174MB,56
2025-12-09T13:31:18+0100,36.29%,235.5MiB / 27.26GiB,16.6MB / 493kB,0B / 174MB,62
2025-12-09T13:31:21+0100,24.21%,259.5MiB / 27.26GiB,20.2MB / 603kB,0B / 174MB,56
2025-12-09T13:31:24+0100,40.29%,265.6MiB / 27.26GiB,20.4MB / 640kB,0B / 174MB,56
2025-12-09T13:31:26+0100,29.74%,268.5MiB / 27.26GiB,36.6MB / 1.07MB,0B / 174MB,59
2025-12-09T13:31:29+0100,16.34%,268.9MiB / 27.26GiB,63.8MB / 1.76MB,0B / 174MB,58
2025-12-09T13:31:31+0100,10.10%,271.4MiB / 27.26GiB,64.6MB / 1.79MB,0B / 174MB,56
2025-12-09T13:31:34+0100,7.77%,271.6MiB / 27.26GiB,64.7MB / 1.81MB,0B / 174MB,55
2025-12-09T13:31:37+0100,20.23%,272.5MiB / 27.26GiB,64.8MB / 1.83MB,0B / 174MB,54
2025-12-09T13:31:40+0100,5.41%,273.5MiB / 27.26GiB,64.8MB / 1.85MB,0B / 174MB,54
2025-12-09T13:31:42+0100,5.53%,274.3MiB / 27.26GiB,64.9MB / 1.88MB,0B / 287MB,54
2025-12-09T13:31:45+0100,7.42%,274.5MiB / 27.26GiB,65MB / 1.9MB,0B / 287MB,53
2025-12-09T13:31:47+0100,6.00%,275.3MiB / 27.26GiB,65.1MB / 1.92MB,0B / 290MB,53
2025-12-09T13:31:50+0100,3.53%,275.4MiB / 27.26GiB,65.2MB / 1.93MB,0B / 290MB,53
2025-12-09T13:31:52+0100,6.95%,275.8MiB / 27.26GiB,65.2MB / 1.96MB,0B / 290MB,53
2025-12-09T13:31:55+0100,20.80%,278.2MiB / 27.26GiB,68MB / 2.07MB,0B / 290MB,60
2025-12-09T13:31:58+0100,278.10%,187.7MiB / 27.26GiB,72.4MB / 2.18MB,0B / 290MB,59
2025-12-09T13:32:00+0100,17.23%,214.2MiB / 27.26GiB,72.7MB / 2.21MB,0B / 290MB,56
2025-12-09T13:32:03+0100,11.33%,231.8MiB / 27.26GiB,73.2MB / 2.25MB,0B / 290MB,56
2025-12-09T13:32:05+0100,23.10%,258.7MiB / 27.26GiB,73.7MB / 2.29MB,0B / 290MB,56
2025-12-09T13:32:08+0100,16.25%,304.3MiB / 27.26GiB,76.2MB / 2.35MB,0B / 302MB,56
2025-12-09T13:32:11+0100,94.33%,313.1MiB / 27.26GiB,78.5MB / 2.47MB,0B / 302MB,58
2025-12-09T13:32:13+0100,12.57%,329.3MiB / 27.26GiB,78.8MB / 2.5MB,0B / 302MB,55
2025-12-09T13:32:16+0100,19.35%,330.8MiB / 27.26GiB,91.4MB / 2.8MB,0B / 302MB,60
2025-12-09T13:32:18+0100,39.92%,401.9MiB / 27.26GiB,96.8MB / 2.93MB,0B / 302MB,56
2025-12-09T13:32:21+0100,16.59%,423.5MiB / 27.26GiB,98.4MB / 3.01MB,0B / 321MB,53
2025-12-09T13:32:24+0100,417.20%,513.7MiB / 27.26GiB,99.6MB / 3.05MB,0B / 321MB,61
2025-12-09T13:32:26+0100,714.39%,718.5MiB / 27.26GiB,99.6MB / 3.05MB,0B / 325MB,63
2025-12-09T13:32:29+0100,124.49%,736MiB / 27.26GiB,100MB / 3.08MB,0B / 325MB,58
2025-12-09T13:32:31+0100,73.77%,858.1MiB / 27.26GiB,101MB / 3.12MB,0B / 325MB,75
2025-12-09T13:32:34+0100,504.95%,1019MiB / 27.26GiB,101MB / 3.12MB,0B / 325MB,77
2025-12-09T13:32:36+0100,32.62%,1.109GiB / 27.26GiB,102MB / 3.15MB,0B / 368MB,71
2025-12-09T13:32:39+0100,9.92%,1.11GiB / 27.26GiB,105MB / 3.24MB,0B / 368MB,74
2025-12-09T13:32:42+0100,31.86%,1.112GiB / 27.26GiB,107MB / 3.31MB,0B / 370MB,74
2025-12-09T13:32:45+0100,387.51%,1.137GiB / 27.26GiB,116MB / 3.51MB,0B / 370MB,77
2025-12-09T13:32:47+0100,5.26%,1.14GiB / 27.26GiB,117MB / 3.55MB,0B / 370MB,72
2025-12-09T13:32:50+0100,4.04%,1.14GiB / 27.26GiB,117MB / 3.57MB,0B / 370MB,72
2025-12-09T13:32:52+0100,5.58%,1.141GiB / 27.26GiB,117MB / 3.59MB,0B / 370MB,70
2025-12-09T13:32:55+0100,5.46%,1.141GiB / 27.26GiB,117MB / 3.61MB,0B / 370MB,70
2025-12-09T13:32:58+0100,16.84%,1.143GiB / 27.26GiB,126MB / 3.84MB,0B / 398MB,75
2025-12-09T13:33:00+0100,8.44%,1.146GiB / 27.26GiB,135MB / 4.07MB,0B / 398MB,70
2025-12-09T13:33:03+0100,8.45%,1.146GiB / 27.26GiB,135MB / 4.09MB,0B / 402MB,70
2025-12-09T13:33:05+0100,14.24%,1.147GiB / 27.26GiB,139MB / 4.2MB,0B / 402MB,70
2025-12-09T13:33:08+0100,46.04%,326.8MiB / 27.26GiB,155MB / 4.61MB,0B / 402MB,25
2025-12-09T13:33:11+0100,43.54%,105.1MiB / 27.26GiB,169MB / 5.01MB,0B / 402MB,28
2025-12-09T13:33:13+0100,49.23%,109.4MiB / 27.26GiB,197MB / 5.63MB,0B / 402MB,28
2025-12-09T13:33:16+0100,23.36%,112.7MiB / 27.26GiB,219MB / 6.12MB,0B / 402MB,28
2025-12-09T13:33:18+0100,20.59%,114.6MiB / 27.26GiB,239MB / 6.56MB,0B / 402MB,28
2025-12-09T13:33:21+0100,44.36%,120.5MiB / 27.26GiB,270MB / 7.25MB,0B / 402MB,28
2025-12-09T13:33:24+0100,42.38%,127.3MiB / 27.26GiB,296MB / 7.82MB,0B / 445MB,28
2025-12-09T13:33:26+0100,29.55%,132MiB / 27.26GiB,319MB / 8.34MB,0B / 445MB,28
2025-12-09T13:33:29+0100,32.59%,137.1MiB / 27.26GiB,345MB / 8.9MB,0B / 456MB,28
2025-12-09T13:33:31+0100,43.30%,143.3MiB / 27.26GiB,373MB / 9.52MB,0B / 456MB,28
2025-12-09T13:33:34+0100,29.41%,153.5MiB / 27.26GiB,392MB / 9.95MB,0B / 456MB,28
2025-12-09T13:33:36+0100,27.59%,161.4MiB / 27.26GiB,417MB / 10.5MB,0B / 456MB,28
2025-12-09T13:33:39+0100,22.30%,168MiB / 27.26GiB,438MB / 11MB,0B / 456MB,28
2025-12-09T13:33:42+0100,612.24%,195.9MiB / 27.26GiB,446MB / 11.2MB,0B / 456MB,34
2025-12-09T13:33:44+0100,97.77%,183MiB / 27.26GiB,446MB / 11.2MB,0B / 738MB,24
2025-12-09T13:33:47+0100,35.78%,208.9MiB / 27.26GiB,463MB / 11.5MB,0B / 738MB,44
2025-12-09T13:33:50+0100,31.28%,216.7MiB / 27.26GiB,491MB / 12.2MB,0B / 738MB,44
2025-12-09T13:33:52+0100,16.53%,220.2MiB / 27.26GiB,524MB / 12.9MB,0B / 738MB,44
2025-12-09T13:33:55+0100,16.74%,223.3MiB / 27.26GiB,552MB / 13.6MB,0B / 738MB,44
2025-12-09T13:33:58+0100,15.62%,229.1MiB / 27.26GiB,579MB / 14.2MB,0B / 738MB,48
2025-12-09T13:34:00+0100,257.54%,364.2MiB / 27.26GiB,588MB / 14.4MB,0B / 738MB,83
2025-12-09T13:34:03+0100,374.90%,622.9MiB / 27.26GiB,588MB / 14.4MB,0B / 739MB,116
2025-12-09T13:34:05+0100,12.22%,662.4MiB / 27.26GiB,588MB / 14.4MB,0B / 739MB,108
2025-12-09T13:34:08+0100,642.43%,785.4MiB / 27.26GiB,608MB / 14.9MB,0B / 757MB,123
2025-12-09T13:34:11+0100,447.16%,884.2MiB / 27.26GiB,608MB / 14.9MB,0B / 759MB,137
2025-12-09T13:34:13+0100,118.35%,1.372GiB / 27.26GiB,608MB / 14.9MB,0B / 759MB,128
2025-12-09T13:34:16+0100,85.17%,1.403GiB / 27.26GiB,608MB / 14.9MB,0B / 779MB,145
2025-12-09T13:34:18+0100,177.32%,1.421GiB / 27.26GiB,608MB / 15MB,0B / 780MB,155
2025-12-09T13:34:21+0100,163.16%,1.461GiB / 27.26GiB,609MB / 15.1MB,0B / 855MB,186
2025-12-09T13:34:24+0100,46.65%,1.469GiB / 27.26GiB,614MB / 15.3MB,0B / 856MB,223
2025-12-09T13:34:26+0100,28.09%,1.478GiB / 27.26GiB,643MB / 16.4MB,0B / 881MB,223
2025-12-09T13:34:29+0100,22.83%,1.48GiB / 27.26GiB,671MB / 17.2MB,0B / 917MB,220
2025-12-09T13:34:31+0100,724.33%,1.725GiB / 27.26GiB,671MB / 17.2MB,0B / 1.08GB,257
2025-12-09T13:34:34+0100,146.17%,1.834GiB / 27.26GiB,671MB / 17.2MB,0B / 1.08GB,255
2025-12-09T13:34:36+0100,390.27%,1.937GiB / 27.26GiB,671MB / 17.2MB,0B / 1.09GB,261
2025-12-09T13:34:39+0100,103.03%,1.939GiB / 27.26GiB,671MB / 17.2MB,0B / 1.22GB,256
2025-12-09T13:34:42+0100,324.24%,1.974GiB / 27.26GiB,671MB / 17.2MB,0B / 1.27GB,261
2025-12-09T13:34:45+0100,351.77%,2.076GiB / 27.26GiB,671MB / 17.2MB,0B / 1.27GB,261
2025-12-09T13:34:47+0100,384.98%,2.064GiB / 27.26GiB,671MB / 17.2MB,0B / 1.27GB,170
2025-12-09T13:34:50+0100,196.36%,2.15GiB / 27.26GiB,672MB / 17.3MB,0B / 1.27GB,267
2025-12-09T13:34:52+0100,153.61%,2.419GiB / 27.26GiB,672MB / 17.3MB,0B / 1.27GB,278
2025-12-09T13:34:55+0100,364.09%,2.508GiB / 27.26GiB,672MB / 17.3MB,0B / 1.27GB,290
2025-12-09T13:34:58+0100,326.71%,2.618GiB / 27.26GiB,672MB / 17.3MB,0B / 1.27GB,292
2025-12-09T13:35:00+0100,302.73%,2.724GiB / 27.26GiB,672MB / 17.3MB,0B / 1.27GB,292
2025-12-09T13:35:03+0100,329.30%,2.905GiB / 27.26GiB,672MB / 17.3MB,0B / 1.38GB,291
2025-12-09T13:35:05+0100,176.15%,3.129GiB / 27.26GiB,672MB / 17.3MB,0B / 1.38GB,294
2025-12-09T13:35:08+0100,405.19%,2.143GiB / 27.26GiB,672MB / 17.3MB,32.8kB / 1.43GB,176
2025-12-09T13:35:11+0100,323.68%,2.174GiB / 27.26GiB,672MB / 17.3MB,32.8kB / 1.44GB,188
2025-12-09T13:35:13+0100,526.97%,2.641GiB / 27.26GiB,672MB / 17.3MB,32.8kB / 1.44GB,286
2025-12-09T13:35:16+0100,271.78%,2.32GiB / 27.26GiB,672MB / 17.3MB,32.8kB / 1.44GB,177
2025-12-09T13:35:18+0100,479.06%,2.653GiB / 27.26GiB,672MB / 17.3MB,32.8kB / 1.44GB,293
2025-12-09T13:35:21+0100,275.74%,2.52GiB / 27.26GiB,672MB / 17.3MB,32.8kB / 1.44GB,260
