timestamp,cpu_perc,mem_usage,net_io,block_io,pids
2025-12-04T21:37:24+0100,9.27%,69.26MiB / 27.26GiB,9.98MB / 269kB,223MB / 0B,24
2025-12-04T21:37:27+0100,74.31%,252MiB / 27.26GiB,10MB / 277kB,272MB / 75.9MB,58
2025-12-04T21:37:29+0100,18.79%,265.5MiB / 27.26GiB,10.1MB / 298kB,272MB / 75.9MB,57
2025-12-04T21:37:32+0100,12.35%,278MiB / 27.26GiB,10.2MB / 319kB,272MB / 172MB,57
2025-12-04T21:37:35+0100,74.38%,320.7MiB / 27.26GiB,20MB / 561kB,272MB / 172MB,57
2025-12-04T21:37:37+0100,21.78%,333.5MiB / 27.26GiB,20.2MB / 596kB,272MB / 172MB,57
2025-12-04T21:37:40+0100,28.26%,338.7MiB / 27.26GiB,21.6MB / 664kB,272MB / 172MB,63
2025-12-04T21:37:43+0100,24.97%,340.1MiB / 27.26GiB,47.3MB / 1.45MB,272MB / 172MB,59
2025-12-04T21:37:45+0100,12.91%,340.3MiB / 27.26GiB,64.6MB / 1.98MB,272MB / 172MB,54
2025-12-04T21:37:48+0100,4.99%,341.9MiB / 27.26GiB,64.7MB / 2MB,272MB / 172MB,56
2025-12-04T21:37:50+0100,11.07%,342MiB / 27.26GiB,64.7MB / 2.02MB,272MB / 172MB,56
2025-12-04T21:37:53+0100,7.61%,347.1MiB / 27.26GiB,64.8MB / 2.05MB,272MB / 172MB,57
2025-12-04T21:37:56+0100,4.37%,343.6MiB / 27.26GiB,64.9MB / 2.06MB,272MB / 172MB,57
2025-12-04T21:37:58+0100,4.17%,344MiB / 27.26GiB,65MB / 2.08MB,272MB / 285MB,55
2025-12-04T21:38:01+0100,4.03%,344.4MiB / 27.26GiB,65MB / 2.1MB,272MB / 285MB,54
2025-12-04T21:38:03+0100,5.06%,353.9MiB / 27.26GiB,65.1MB / 2.12MB,272MB / 288MB,54
2025-12-04T21:38:06+0100,5.64%,353.4MiB / 27.26GiB,65.2MB / 2.14MB,272MB / 288MB,54
2025-12-04T21:38:09+0100,6.21%,354MiB / 27.26GiB,65.3MB / 2.16MB,272MB / 288MB,54
2025-12-04T21:38:12+0100,17.46%,357.2MiB / 27.26GiB,67.4MB / 2.26MB,272MB / 288MB,62
2025-12-04T21:38:14+0100,258.71%,302.7MiB / 27.26GiB,72.4MB / 2.39MB,272MB / 288MB,57
2025-12-04T21:38:17+0100,0.11%,302.7MiB / 27.26GiB,72.4MB / 2.39MB,272MB / 288MB,57
2025-12-04T21:38:19+0100,50.80%,288.6MiB / 27.26GiB,72.5MB / 2.4MB,272MB / 288MB,56
2025-12-04T21:38:22+0100,27.25%,304.2MiB / 27.26GiB,72.9MB / 2.44MB,272MB / 288MB,57
2025-12-04T21:38:24+0100,20.02%,323.5MiB / 27.26GiB,73.4MB / 2.48MB,272MB / 299MB,56
2025-12-04T21:38:27+0100,76.99%,358.3MiB / 27.26GiB,74MB / 2.51MB,272MB / 299MB,58
2025-12-04T21:38:30+0100,15.93%,355.4MiB / 27.26GiB,76.2MB / 2.56MB,272MB / 299MB,57
2025-12-04T21:38:32+0100,10.26%,364MiB / 27.26GiB,78.6MB / 2.69MB,272MB / 299MB,60
2025-12-04T21:38:35+0100,18.88%,372.8MiB / 27.26GiB,78.8MB / 2.72MB,272MB / 299MB,57
2025-12-04T21:38:37+0100,677.27%,449.6MiB / 27.26GiB,96.2MB / 3.11MB,272MB / 299MB,64
2025-12-04T21:38:40+0100,33.29%,515.3MiB / 27.26GiB,98.4MB / 3.18MB,273MB / 314MB,58
2025-12-04T21:38:43+0100,7.71%,479.1MiB / 27.26GiB,98.5MB / 3.2MB,273MB / 314MB,54
2025-12-04T21:38:45+0100,818.70%,632.9MiB / 27.26GiB,99.6MB / 3.24MB,286MB / 318MB,64
2025-12-04T21:38:48+0100,874.32%,716.4MiB / 27.26GiB,99.6MB / 3.24MB,286MB / 318MB,64
2025-12-04T21:38:50+0100,330.51%,795.3MiB / 27.26GiB,100MB / 3.28MB,286MB / 318MB,59
2025-12-04T21:38:53+0100,335.79%,953.2MiB / 27.26GiB,101MB / 3.32MB,287MB / 318MB,63
2025-12-04T21:38:56+0100,894.95%,1.073GiB / 27.26GiB,101MB / 3.32MB,287MB / 318MB,66
2025-12-04T21:38:58+0100,17.44%,1.016GiB / 27.26GiB,102MB / 3.35MB,287MB / 318MB,59
2025-12-04T21:39:01+0100,13.76%,1.018GiB / 27.26GiB,106MB / 3.47MB,287MB / 366MB,58
2025-12-04T21:39:04+0100,18.16%,1.023GiB / 27.26GiB,107MB / 3.51MB,287MB / 366MB,64
2025-12-04T21:39:06+0100,263.53%,1.067GiB / 27.26GiB,116MB / 3.71MB,287MB / 368MB,59
2025-12-04T21:39:09+0100,15.93%,1.072GiB / 27.26GiB,117MB / 3.75MB,289MB / 368MB,58
2025-12-04T21:39:12+0100,5.16%,1.072GiB / 27.26GiB,117MB / 3.77MB,289MB / 368MB,56
2025-12-04T21:39:14+0100,8.26%,1.073GiB / 27.26GiB,117MB / 3.79MB,289MB / 368MB,56
2025-12-04T21:39:17+0100,16.51%,1.073GiB / 27.26GiB,117MB / 3.81MB,289MB / 368MB,57
2025-12-04T21:39:19+0100,18.46%,1.074GiB / 27.26GiB,126MB / 4.05MB,289MB / 368MB,61
2025-12-04T21:39:22+0100,18.94%,1.12GiB / 27.26GiB,135MB / 4.27MB,289MB / 409MB,57
2025-12-04T21:39:24+0100,10.08%,1.114GiB / 27.26GiB,135MB / 4.29MB,289MB / 409MB,60
2025-12-04T21:39:27+0100,51.88%,1.127GiB / 27.26GiB,135MB / 4.31MB,289MB / 415MB,69
2025-12-04T21:39:30+0100,102.18%,1.127GiB / 27.26GiB,154MB / 4.75MB,289MB / 415MB,76
2025-12-04T21:39:32+0100,0.86%,167.8MiB / 27.26GiB,155MB / 4.78MB,302MB / 416MB,31
2025-12-04T21:39:35+0100,31.36%,169.4MiB / 27.26GiB,161MB / 4.96MB,302MB / 416MB,31
2025-12-04T21:39:37+0100,75.34%,197.3MiB / 27.26GiB,172MB / 5.24MB,303MB / 432MB,27
2025-12-04T21:39:40+0100,28.17%,268MiB / 27.26GiB,186MB / 5.58MB,305MB / 432MB,48
2025-12-04T21:39:43+0100,10.02%,263.2MiB / 27.26GiB,198MB / 5.88MB,305MB / 432MB,48
2025-12-04T21:39:45+0100,28.41%,279.8MiB / 27.26GiB,214MB / 6.26MB,305MB / 432MB,48
2025-12-04T21:39:48+0100,15.10%,273MiB / 27.26GiB,239MB / 6.82MB,305MB / 432MB,48
2025-12-04T21:39:50+0100,13.11%,273.3MiB / 27.26GiB,254MB / 7.19MB,305MB / 432MB,48
2025-12-04T21:39:53+0100,14.56%,274.6MiB / 27.26GiB,281MB / 7.82MB,305MB / 432MB,48
2025-12-04T21:39:56+0100,14.12%,274.9MiB / 27.26GiB,303MB / 8.34MB,305MB / 432MB,48
2025-12-04T21:39:59+0100,212.77%,383.6MiB / 27.26GiB,314MB / 8.6MB,307MB / 444MB,87
2025-12-04T21:40:01+0100,420.30%,651.1MiB / 27.26GiB,314MB / 8.6MB,309MB / 444MB,120
2025-12-04T21:40:04+0100,65.67%,684.3MiB / 27.26GiB,314MB / 8.61MB,310MB / 474MB,116
2025-12-04T21:40:06+0100,33.56%,689.9MiB / 27.26GiB,329MB / 9.01MB,310MB / 474MB,117
2025-12-04T21:40:09+0100,563.61%,910.9MiB / 27.26GiB,334MB / 9.14MB,312MB / 587MB,137
2025-12-04T21:40:12+0100,218.81%,939.6MiB / 27.26GiB,334MB / 9.14MB,312MB / 588MB,138
2025-12-04T21:40:15+0100,237.37%,957.4MiB / 27.26GiB,334MB / 9.15MB,312MB / 588MB,144
2025-12-04T21:40:17+0100,11.19%,957MiB / 27.26GiB,334MB / 9.16MB,312MB / 588MB,138
2025-12-04T21:40:20+0100,13.37%,948.3MiB / 27.26GiB,334MB / 9.19MB,312MB / 588MB,149
2025-12-04T21:40:22+0100,44.92%,993.4MiB / 27.26GiB,335MB / 9.23MB,312MB / 589MB,167
2025-12-04T21:40:25+0100,53.53%,1.008GiB / 27.26GiB,335MB / 9.31MB,312MB / 591MB,199
2025-12-04T21:40:28+0100,89.39%,1.018GiB / 27.26GiB,349MB / 9.81MB,312MB / 600MB,230
2025-12-04T21:40:30+0100,32.52%,1.022GiB / 27.26GiB,378MB / 10.8MB,312MB / 773MB,227
2025-12-04T21:40:33+0100,634.62%,1.086GiB / 27.26GiB,397MB / 11.3MB,312MB / 813MB,266
2025-12-04T21:40:35+0100,439.03%,1.266GiB / 27.26GiB,397MB / 11.3MB,312MB / 826MB,265
2025-12-04T21:40:38+0100,220.52%,1.276GiB / 27.26GiB,397MB / 11.3MB,312MB / 826MB,258
2025-12-04T21:40:41+0100,323.88%,1.389GiB / 27.26GiB,397MB / 11.3MB,313MB / 878MB,265
2025-12-04T21:40:43+0100,113.74%,1.39GiB / 27.26GiB,397MB / 11.3MB,313MB / 1.02GB,259
2025-12-04T21:40:46+0100,401.42%,1.44GiB / 27.26GiB,397MB / 11.3MB,313MB / 1.02GB,271
2025-12-04T21:40:48+0100,430.94%,1.523GiB / 27.26GiB,397MB / 11.3MB,313MB / 1.02GB,270
2025-12-04T21:40:51+0100,127.93%,1.63GiB / 27.26GiB,411MB / 11.7MB,313MB / 1.03GB,281
2025-12-04T21:40:54+0100,76.12%,1.646GiB / 27.26GiB,432MB / 12.6MB,313MB / 1.04GB,315
2025-12-04T21:40:57+0100,93.31%,1.652GiB / 27.26GiB,460MB / 13.6MB,313MB / 1.06GB,315
2025-12-04T21:40:59+0100,28.24%,1.688GiB / 27.26GiB,488MB / 14.7MB,313MB / 1.07GB,314
2025-12-04T21:41:02+0100,37.21%,1.761GiB / 27.26GiB,515MB / 15.7MB,314MB / 1.09GB,327
2025-12-04T21:41:04+0100,25.72%,1.758GiB / 27.26GiB,543MB / 16.9MB,314MB / 1.11GB,325
2025-12-04T21:41:07+0100,63.49%,1.773GiB / 27.26GiB,570MB / 18MB,314MB / 1.28GB,324
2025-12-04T21:41:09+0100,24.09%,1.774GiB / 27.26GiB,598MB / 19MB,314MB / 1.33GB,322
2025-12-04T21:41:12+0100,1028.64%,1.895GiB / 27.26GiB,623MB / 20MB,314MB / 1.35GB,339
2025-12-04T21:41:15+0100,1262.27%,2.373GiB / 27.26GiB,649MB / 20.9MB,314MB / 1.36GB,528
2025-12-04T21:41:17+0100,1510.26%,3.026GiB / 27.26GiB,673MB / 21.5MB,314MB / 1.41GB,611
2025-12-04T21:41:20+0100,1474.53%,3.456GiB / 27.26GiB,702MB / 22.2MB,319MB / 1.43GB,680
2025-12-04T21:41:22+0100,1503.50%,3.493GiB / 27.26GiB,717MB / 22.6MB,319MB / 1.51GB,616
2025-12-04T21:41:25+0100,1267.43%,3.828GiB / 27.26GiB,735MB / 23.1MB,319MB / 1.52GB,593
2025-12-04T21:41:28+0100,1194.00%,4.013GiB / 27.26GiB,761MB / 24MB,319MB / 1.53GB,632
2025-12-04T21:41:30+0100,872.51%,4.203GiB / 27.26GiB,790MB / 25.1MB,319MB / 1.54GB,640
2025-12-04T21:41:33+0100,871.70%,4.243GiB / 27.26GiB,814MB / 26MB,319MB / 1.56GB,638
2025-12-04T21:41:35+0100,550.63%,4.215GiB / 27.26GiB,838MB / 26.8MB,319MB / 1.58GB,630
2025-12-04T21:41:38+0100,1309.86%,4.403GiB / 27.26GiB,865MB / 27.7MB,319MB / 1.62GB,641
2025-12-04T21:41:41+0100,1158.61%,4.586GiB / 27.26GiB,891MB / 28.5MB,319MB / 1.63GB,648
2025-12-04T21:41:44+0100,1276.75%,4.851GiB / 27.26GiB,919MB / 29.4MB,319MB / 1.64GB,659
2025-12-04T21:41:46+0100,1430.85%,5.019GiB / 27.26GiB,946MB / 30.2MB,319MB / 1.67GB,658
2025-12-04T21:41:49+0100,1401.75%,5.261GiB / 27.26GiB,970MB / 30.7MB,319MB / 1.67GB,658
2025-12-04T21:41:51+0100,1271.37%,5.425GiB / 27.26GiB,995MB / 31.4MB,319MB / 1.68GB,659
2025-12-04T21:41:54+0100,733.89%,5.379GiB / 27.26GiB,1.02GB / 32.3MB,319MB / 1.73GB,653
2025-12-04T21:41:57+0100,1205.30%,5.615GiB / 27.26GiB,1.05GB / 32.7MB,319MB / 1.86GB,641
2025-12-04T21:41:59+0100,678.92%,5.726GiB / 27.26GiB,1.07GB / 33.2MB,319MB / 1.87GB,641
2025-12-04T21:42:02+0100,665.35%,5.729GiB / 27.26GiB,1.09GB / 33.5MB,319MB / 1.95GB,639
2025-12-04T21:42:04+0100,217.26%,5.728GiB / 27.26GiB,1.09GB / 33.5MB,319MB / 1.95GB,642
2025-12-04T21:42:07+0100,174.36%,5.73GiB / 27.26GiB,1.09GB / 33.5MB,319MB / 1.99GB,639
2025-12-04T21:42:09+0100,159.12%,5.733GiB / 27.26GiB,1.09GB / 33.5MB,319MB / 1.99GB,640
