timestamp,cpu_perc,mem_usage,net_io,block_io,pids
2025-12-04T20:01:35+0100,0.43%,65.79MiB / 27.26GiB,10.3kB / 7.37kB,215MB / 0B,23
2025-12-04T20:01:38+0100,237.24%,207.8MiB / 27.26GiB,9.98MB / 300kB,233MB / 63.7MB,58
2025-12-04T20:01:40+0100,22.11%,230.1MiB / 27.26GiB,10MB / 309kB,242MB / 63.7MB,56
2025-12-04T20:01:43+0100,12.03%,239.4MiB / 27.26GiB,10.1MB / 324kB,242MB / 172MB,57
2025-12-04T20:01:45+0100,9.85%,249.8MiB / 27.26GiB,10.2MB / 341kB,242MB / 172MB,56
2025-12-04T20:01:48+0100,27.98%,271.1MiB / 27.26GiB,13.6MB / 483kB,242MB / 172MB,61
2025-12-04T20:01:50+0100,23.08%,295.3MiB / 27.26GiB,20.1MB / 732kB,242MB / 172MB,55
2025-12-04T20:01:53+0100,12.48%,292.7MiB / 27.26GiB,20.1MB / 747kB,242MB / 172MB,56
2025-12-04T20:01:56+0100,4.82%,293.7MiB / 27.26GiB,20.2MB / 760kB,242MB / 172MB,56
2025-12-04T20:01:58+0100,27.80%,307.4MiB / 27.26GiB,20.3MB / 777kB,242MB / 172MB,56
2025-12-04T20:02:01+0100,0.96%,308.2MiB / 27.26GiB,20.4MB / 786kB,242MB / 172MB,53
2025-12-04T20:02:04+0100,6.17%,306MiB / 27.26GiB,20.5MB / 809kB,242MB / 172MB,55
2025-12-04T20:02:07+0100,7.92%,307.7MiB / 27.26GiB,22.8MB / 907kB,242MB / 172MB,60
2025-12-04T20:02:09+0100,8.96%,307.9MiB / 27.26GiB,33.2MB / 1.28MB,242MB / 248MB,58
2025-12-04T20:02:12+0100,10.28%,321.5MiB / 27.26GiB,46.6MB / 1.77MB,242MB / 248MB,58
2025-12-04T20:02:14+0100,7.20%,307.3MiB / 27.26GiB,60.2MB / 2.27MB,242MB / 250MB,58
2025-12-04T20:02:17+0100,5.67%,307.6MiB / 27.26GiB,64.7MB / 2.43MB,242MB / 250MB,54
2025-12-04T20:02:19+0100,1.74%,308.5MiB / 27.26GiB,64.7MB / 2.44MB,242MB / 250MB,53
2025-12-04T20:02:22+0100,1.73%,308.7MiB / 27.26GiB,64.7MB / 2.45MB,242MB / 250MB,53
2025-12-04T20:02:25+0100,5.20%,309.4MiB / 27.26GiB,64.8MB / 2.46MB,242MB / 250MB,53
2025-12-04T20:02:27+0100,2.50%,309.6MiB / 27.26GiB,64.8MB / 2.48MB,242MB / 250MB,53
2025-12-04T20:02:30+0100,2.85%,317.6MiB / 27.26GiB,64.8MB / 2.49MB,242MB / 250MB,56
2025-12-04T20:02:33+0100,7.79%,311MiB / 27.26GiB,64.9MB / 2.5MB,242MB / 250MB,56
2025-12-04T20:02:35+0100,3.17%,312.1MiB / 27.26GiB,64.9MB / 2.51MB,242MB / 285MB,56
2025-12-04T20:02:38+0100,3.81%,312.5MiB / 27.26GiB,65MB / 2.52MB,242MB / 285MB,56
2025-12-04T20:02:41+0100,2.94%,312.6MiB / 27.26GiB,65MB / 2.54MB,242MB / 287MB,53
2025-12-04T20:02:43+0100,4.63%,314.1MiB / 27.26GiB,65.1MB / 2.55MB,242MB / 287MB,53
2025-12-04T20:02:46+0100,7.64%,314.7MiB / 27.26GiB,65.1MB / 2.57MB,242MB / 287MB,56
2025-12-04T20:02:48+0100,19.99%,320.2MiB / 27.26GiB,65.2MB / 2.59MB,242MB / 287MB,54
2025-12-04T20:02:51+0100,2.28%,320.5MiB / 27.26GiB,65.3MB / 2.61MB,242MB / 287MB,53
2025-12-04T20:02:54+0100,19.40%,317.4MiB / 27.26GiB,65.3MB / 2.63MB,242MB / 287MB,61
2025-12-04T20:02:56+0100,14.61%,317.7MiB / 27.26GiB,68.7MB / 2.76MB,242MB / 290MB,58
2025-12-04T20:02:59+0100,305.04%,232.5MiB / 27.26GiB,72.4MB / 2.87MB,242MB / 290MB,60
2025-12-04T20:03:01+0100,14.95%,245.1MiB / 27.26GiB,72.8MB / 2.9MB,242MB / 298MB,56
2025-12-04T20:03:04+0100,8.53%,261.4MiB / 27.26GiB,73.3MB / 2.93MB,242MB / 298MB,55
2025-12-04T20:03:07+0100,16.72%,286.7MiB / 27.26GiB,73.6MB / 2.96MB,242MB / 298MB,55
2025-12-04T20:03:09+0100,7.34%,293.2MiB / 27.26GiB,74.1MB / 2.99MB,242MB / 298MB,55
2025-12-04T20:03:12+0100,2.48%,328.5MiB / 27.26GiB,74.3MB / 3.01MB,242MB / 298MB,54
2025-12-04T20:03:14+0100,4.10%,322.9MiB / 27.26GiB,76MB / 3.07MB,242MB / 298MB,54
2025-12-04T20:03:17+0100,9.53%,326MiB / 27.26GiB,76.3MB / 3.09MB,242MB / 303MB,59
2025-12-04T20:03:19+0100,3.04%,328.4MiB / 27.26GiB,78.6MB / 3.17MB,242MB / 303MB,54
2025-12-04T20:03:22+0100,6.41%,328.3MiB / 27.26GiB,78.8MB / 3.2MB,242MB / 303MB,56
2025-12-04T20:03:25+0100,10.72%,333.7MiB / 27.26GiB,87.4MB / 3.52MB,242MB / 312MB,58
2025-12-04T20:03:27+0100,475.93%,392.1MiB / 27.26GiB,96.2MB / 3.76MB,242MB / 312MB,63
2025-12-04T20:03:30+0100,36.23%,462.7MiB / 27.26GiB,96.9MB / 3.8MB,243MB / 316MB,55
2025-12-04T20:03:33+0100,28.31%,443.7MiB / 27.26GiB,98.4MB / 3.87MB,243MB / 316MB,56
2025-12-04T20:03:35+0100,7.53%,452MiB / 27.26GiB,98.5MB / 3.88MB,243MB / 316MB,57
2025-12-04T20:03:38+0100,167.13%,465.3MiB / 27.26GiB,99.7MB / 3.93MB,254MB / 316MB,64
2025-12-04T20:03:41+0100,886.92%,655.9MiB / 27.26GiB,99.7MB / 3.93MB,256MB / 316MB,67
2025-12-04T20:03:43+0100,8.21%,665.1MiB / 27.26GiB,100MB / 3.95MB,256MB / 316MB,61
2025-12-04T20:03:46+0100,15.03%,721.5MiB / 27.26GiB,101MB / 3.97MB,256MB / 335MB,58
2025-12-04T20:03:48+0100,553.99%,902.4MiB / 27.26GiB,101MB / 4MB,257MB / 335MB,69
2025-12-04T20:03:51+0100,344.99%,994.5MiB / 27.26GiB,101MB / 4MB,257MB / 337MB,65
2025-12-04T20:03:54+0100,2.07%,955MiB / 27.26GiB,101MB / 4.01MB,257MB / 337MB,61
2025-12-04T20:03:56+0100,6.21%,955.4MiB / 27.26GiB,102MB / 4.05MB,257MB / 337MB,60
2025-12-04T20:03:59+0100,27.67%,956.9MiB / 27.26GiB,106MB / 4.19MB,257MB / 337MB,61
2025-12-04T20:04:01+0100,17.32%,955.9MiB / 27.26GiB,106MB / 4.21MB,257MB / 337MB,62
2025-12-04T20:04:04+0100,381.76%,1014MiB / 27.26GiB,116MB / 4.47MB,257MB / 337MB,68
2025-12-04T20:04:07+0100,66.45%,1.001GiB / 27.26GiB,117MB / 4.5MB,257MB / 390MB,64
2025-12-04T20:04:09+0100,13.00%,1019MiB / 27.26GiB,117MB / 4.52MB,257MB / 390MB,59
2025-12-04T20:04:12+0100,4.93%,1020MiB / 27.26GiB,117MB / 4.53MB,257MB / 394MB,59
2025-12-04T20:04:14+0100,7.03%,1020MiB / 27.26GiB,117MB / 4.55MB,257MB / 394MB,59
2025-12-04T20:04:17+0100,3.73%,1020MiB / 27.26GiB,117MB / 4.57MB,257MB / 394MB,60
2025-12-04T20:04:19+0100,14.96%,1022MiB / 27.26GiB,124MB / 4.79MB,257MB / 394MB,64
2025-12-04T20:04:22+0100,129.03%,1.018GiB / 27.26GiB,135MB / 5.06MB,257MB / 394MB,62
2025-12-04T20:04:25+0100,3.23%,1.026GiB / 27.26GiB,135MB / 5.08MB,257MB / 394MB,59
2025-12-04T20:04:27+0100,4.48%,1.019GiB / 27.26GiB,135MB / 5.1MB,257MB / 413MB,59
2025-12-04T20:04:30+0100,6.30%,1.034GiB / 27.26GiB,139MB / 5.2MB,257MB / 413MB,62
2025-12-04T20:04:33+0100,3.17%,1.034GiB / 27.26GiB,151MB / 5.52MB,257MB / 415MB,64
2025-12-04T20:04:35+0100,22.31%,140.2MiB / 27.26GiB,155MB / 5.64MB,268MB / 415MB,30
2025-12-04T20:04:38+0100,1.10%,140.5MiB / 27.26GiB,155MB / 5.66MB,268MB / 415MB,30
2025-12-04T20:04:41+0100,11.62%,141.5MiB / 27.26GiB,160MB / 5.78MB,268MB / 415MB,30
2025-12-04T20:04:43+0100,5.86%,141.9MiB / 27.26GiB,163MB / 5.86MB,268MB / 415MB,30
2025-12-04T20:04:46+0100,98.82%,161.1MiB / 27.26GiB,173MB / 6.11MB,270MB / 432MB,27
2025-12-04T20:04:48+0100,11.70%,239.6MiB / 27.26GiB,175MB / 6.18MB,271MB / 432MB,45
2025-12-04T20:04:51+0100,17.64%,239.4MiB / 27.26GiB,187MB / 6.48MB,271MB / 432MB,47
2025-12-04T20:04:54+0100,16.66%,249.2MiB / 27.26GiB,194MB / 6.65MB,271MB / 432MB,47
2025-12-04T20:04:56+0100,5.79%,248.2MiB / 27.26GiB,205MB / 6.91MB,271MB / 432MB,47
2025-12-04T20:04:59+0100,32.52%,257.5MiB / 27.26GiB,218MB / 7.23MB,271MB / 432MB,47
2025-12-04T20:05:01+0100,9.42%,249.2MiB / 27.26GiB,228MB / 7.49MB,271MB / 432MB,47
2025-12-04T20:05:04+0100,8.57%,257.9MiB / 27.26GiB,245MB / 7.89MB,271MB / 451MB,47
2025-12-04T20:05:07+0100,10.51%,250.4MiB / 27.26GiB,257MB / 8.18MB,271MB / 451MB,47
2025-12-04T20:05:09+0100,11.48%,251MiB / 27.26GiB,266MB / 8.4MB,271MB / 463MB,47
