timestamp,cpu_perc,mem_usage,net_io,block_io,pids
2025-12-08T16:27:17+0100,226.67%,180.7MiB / 27.26GiB,9.98MB / 282kB,160kB / 0B,60
2025-12-08T16:27:20+0100,22.23%,204.6MiB / 27.26GiB,10MB / 295kB,193kB / 76.3MB,58
2025-12-08T16:27:22+0100,23.06%,216.2MiB / 27.26GiB,10.1MB / 314kB,193kB / 76.3MB,58
2025-12-08T16:27:25+0100,16.22%,229.1MiB / 27.26GiB,10.2MB / 333kB,193kB / 174MB,58
2025-12-08T16:27:27+0100,99.36%,266.2MiB / 27.26GiB,19.9MB / 583kB,193kB / 174MB,57
2025-12-08T16:27:30+0100,21.76%,279.2MiB / 27.26GiB,20.1MB / 608kB,193kB / 174MB,57
2025-12-08T16:27:32+0100,34.92%,286.4MiB / 27.26GiB,20.4MB / 643kB,193kB / 174MB,58
2025-12-08T16:27:35+0100,11.18%,289MiB / 27.26GiB,20.9MB / 675kB,193kB / 174MB,58
2025-12-08T16:27:38+0100,41.50%,298.2MiB / 27.26GiB,42MB / 1.22MB,193kB / 174MB,60
2025-12-08T16:27:40+0100,12.53%,299MiB / 27.26GiB,62.8MB / 1.78MB,193kB / 174MB,60
2025-12-08T16:27:43+0100,12.39%,286.3MiB / 27.26GiB,64.6MB / 1.83MB,193kB / 174MB,56
2025-12-08T16:27:46+0100,8.90%,289.1MiB / 27.26GiB,64.7MB / 1.85MB,193kB / 174MB,61
2025-12-08T16:27:49+0100,7.44%,289.1MiB / 27.26GiB,64.8MB / 1.87MB,193kB / 174MB,60
2025-12-08T16:27:51+0100,25.70%,297.7MiB / 27.26GiB,64.8MB / 1.89MB,193kB / 286MB,61
2025-12-08T16:27:54+0100,7.34%,291.6MiB / 27.26GiB,64.9MB / 1.91MB,193kB / 286MB,61
2025-12-08T16:27:56+0100,6.84%,291.9MiB / 27.26GiB,65MB / 1.92MB,193kB / 289MB,60
2025-12-08T16:27:59+0100,8.22%,292MiB / 27.26GiB,65MB / 1.94MB,193kB / 289MB,58
2025-12-08T16:28:01+0100,7.06%,293MiB / 27.26GiB,65.1MB / 1.96MB,193kB / 289MB,60
2025-12-08T16:28:04+0100,5.15%,302.7MiB / 27.26GiB,65.2MB / 1.98MB,193kB / 289MB,58
2025-12-08T16:28:07+0100,2.91%,296.6MiB / 27.26GiB,65.2MB / 2MB,193kB / 289MB,58
2025-12-08T16:28:09+0100,24.09%,298.1MiB / 27.26GiB,65.3MB / 2.02MB,193kB / 289MB,66
2025-12-08T16:28:12+0100,61.73%,307.2MiB / 27.26GiB,72.4MB / 2.23MB,221kB / 289MB,62
2025-12-08T16:28:14+0100,146.77%,216.7MiB / 27.26GiB,72.4MB / 2.24MB,221kB / 289MB,61
2025-12-08T16:28:17+0100,11.82%,234.5MiB / 27.26GiB,72.8MB / 2.27MB,221kB / 289MB,59
2025-12-08T16:28:20+0100,11.90%,250.9MiB / 27.26GiB,73.3MB / 2.31MB,221kB / 289MB,59
2025-12-08T16:28:23+0100,15.38%,274.7MiB / 27.26GiB,73.8MB / 2.35MB,221kB / 301MB,59
2025-12-08T16:28:25+0100,108.05%,311.8MiB / 27.26GiB,74.3MB / 2.37MB,221kB / 301MB,61
2025-12-08T16:28:28+0100,16.36%,307.2MiB / 27.26GiB,76.4MB / 2.45MB,221kB / 301MB,66
2025-12-08T16:28:30+0100,60.59%,323.9MiB / 27.26GiB,78.8MB / 2.55MB,221kB / 301MB,61
2025-12-08T16:28:33+0100,17.64%,320.8MiB / 27.26GiB,86.7MB / 2.73MB,221kB / 301MB,64
2025-12-08T16:28:36+0100,512.74%,428.4MiB / 27.26GiB,96.2MB / 2.95MB,295kB / 301MB,60
2025-12-08T16:28:38+0100,33.19%,400.5MiB / 27.26GiB,98.4MB / 3.03MB,295kB / 301MB,60
2025-12-08T16:28:41+0100,21.06%,434MiB / 27.26GiB,98.5MB / 3.05MB,295kB / 301MB,61
2025-12-08T16:28:43+0100,751.36%,544MiB / 27.26GiB,99.6MB / 3.1MB,319kB / 320MB,68
2025-12-08T16:28:46+0100,801.52%,663MiB / 27.26GiB,99.6MB / 3.1MB,319kB / 320MB,68
2025-12-08T16:28:49+0100,301.80%,700.2MiB / 27.26GiB,101MB / 3.14MB,319kB / 324MB,64
2025-12-08T16:28:51+0100,28.24%,722.5MiB / 27.26GiB,101MB / 3.17MB,319kB / 324MB,65
2025-12-08T16:28:54+0100,678.20%,852.1MiB / 27.26GiB,101MB / 3.18MB,319kB / 324MB,70
2025-12-08T16:28:56+0100,297.28%,962.6MiB / 27.26GiB,101MB / 3.18MB,319kB / 324MB,63
2025-12-08T16:28:59+0100,6.09%,938.4MiB / 27.26GiB,102MB / 3.22MB,319kB / 324MB,62
2025-12-08T16:29:01+0100,8.38%,939.8MiB / 27.26GiB,106MB / 3.34MB,319kB / 372MB,61
2025-12-08T16:29:04+0100,0.24%,939.7MiB / 27.26GiB,106MB / 3.35MB,319kB / 372MB,63
2025-12-08T16:29:07+0100,518.09%,992.5MiB / 27.26GiB,116MB / 3.59MB,319kB / 375MB,68
2025-12-08T16:29:09+0100,103.39%,1010MiB / 27.26GiB,117MB / 3.62MB,332kB / 375MB,63
2025-12-08T16:29:12+0100,8.42%,1011MiB / 27.26GiB,117MB / 3.64MB,332kB / 375MB,62
2025-12-08T16:29:15+0100,30.52%,1016MiB / 27.26GiB,117MB / 3.66MB,332kB / 375MB,60
2025-12-08T16:29:17+0100,6.05%,1017MiB / 27.26GiB,117MB / 3.68MB,332kB / 375MB,63
2025-12-08T16:29:20+0100,19.70%,1017MiB / 27.26GiB,117MB / 3.7MB,332kB / 375MB,65
2025-12-08T16:29:23+0100,16.77%,1019MiB / 27.26GiB,132MB / 4.07MB,332kB / 405MB,65
2025-12-08T16:29:25+0100,11.46%,1.002GiB / 27.26GiB,135MB / 4.16MB,332kB / 405MB,61
2025-12-08T16:29:28+0100,12.48%,1.002GiB / 27.26GiB,135MB / 4.17MB,332kB / 408MB,60
2025-12-08T16:29:30+0100,16.15%,1.003GiB / 27.26GiB,135MB / 4.2MB,332kB / 408MB,68
2025-12-08T16:29:33+0100,106.62%,1.014GiB / 27.26GiB,154MB / 4.65MB,336kB / 408MB,77
