timestamp,cpu_perc,mem_usage,net_io,block_io,pids
2025-12-04T19:51:38+0100,6.43%,56.59MiB / 27.26GiB,7.38MB / 240kB,206MB / 0B,24
2025-12-04T19:51:40+0100,121.57%,194.5MiB / 27.26GiB,10MB / 302kB,211MB / 130MB,59
2025-12-04T19:51:43+0100,15.48%,204.2MiB / 27.26GiB,10.1MB / 318kB,211MB / 130MB,57
2025-12-04T19:51:45+0100,14.14%,212.2MiB / 27.26GiB,10.2MB / 335kB,211MB / 226MB,57
2025-12-04T19:51:48+0100,17.32%,224.3MiB / 27.26GiB,10.3MB / 361kB,211MB / 226MB,63
2025-12-04T19:51:50+0100,74.87%,265.1MiB / 27.26GiB,20MB / 676kB,211MB / 226MB,57
2025-12-04T19:51:53+0100,23.28%,267.7MiB / 27.26GiB,20.2MB / 714kB,211MB / 226MB,57
2025-12-04T19:51:56+0100,28.75%,284.1MiB / 27.26GiB,20.5MB / 747kB,211MB / 226MB,57
2025-12-04T19:51:58+0100,43.85%,294.8MiB / 27.26GiB,38.7MB / 1.27MB,211MB / 226MB,59
2025-12-04T19:52:01+0100,5.06%,295MiB / 27.26GiB,57.7MB / 1.86MB,211MB / 226MB,59
2025-12-04T19:52:03+0100,9.82%,280.9MiB / 27.26GiB,64.6MB / 2.07MB,211MB / 226MB,54
2025-12-04T19:52:06+0100,5.21%,282.9MiB / 27.26GiB,64.6MB / 2.09MB,211MB / 226MB,58
2025-12-04T19:52:09+0100,8.30%,283.4MiB / 27.26GiB,64.7MB / 2.11MB,211MB / 226MB,57
2025-12-04T19:52:12+0100,20.64%,293.7MiB / 27.26GiB,64.8MB / 2.13MB,211MB / 227MB,59
2025-12-04T19:52:14+0100,7.26%,295MiB / 27.26GiB,64.8MB / 2.15MB,211MB / 227MB,59
2025-12-04T19:52:17+0100,8.39%,296.1MiB / 27.26GiB,64.9MB / 2.16MB,211MB / 230MB,58
2025-12-04T19:52:19+0100,2.70%,295.9MiB / 27.26GiB,65MB / 2.18MB,211MB / 230MB,56
2025-12-04T19:52:22+0100,3.97%,296.4MiB / 27.26GiB,65.1MB / 2.2MB,211MB / 240MB,56
2025-12-04T19:52:25+0100,11.60%,297.3MiB / 27.26GiB,65.1MB / 2.22MB,211MB / 240MB,57
2025-12-04T19:52:27+0100,4.32%,300.7MiB / 27.26GiB,65.2MB / 2.23MB,211MB / 243MB,56
2025-12-04T19:52:30+0100,6.35%,295.1MiB / 27.26GiB,65.2MB / 2.25MB,211MB / 243MB,56
2025-12-04T19:52:32+0100,3.73%,296.9MiB / 27.26GiB,65.4MB / 2.29MB,211MB / 284MB,63
2025-12-04T19:52:35+0100,175.12%,175.3MiB / 27.26GiB,72.4MB / 2.51MB,211MB / 284MB,61
2025-12-04T19:52:37+0100,0.13%,258.5MiB / 27.26GiB,72.4MB / 2.51MB,211MB / 286MB,61
2025-12-04T19:52:40+0100,67.52%,228MiB / 27.26GiB,72.4MB / 2.51MB,211MB / 286MB,61
2025-12-04T19:52:43+0100,11.39%,239.8MiB / 27.26GiB,72.6MB / 2.53MB,211MB / 287MB,59
2025-12-04T19:52:45+0100,19.51%,238.8MiB / 27.26GiB,72.8MB / 2.55MB,211MB / 287MB,57
2025-12-04T19:52:48+0100,15.25%,253.3MiB / 27.26GiB,73.3MB / 2.57MB,211MB / 288MB,57
2025-12-04T19:52:50+0100,12.21%,271.6MiB / 27.26GiB,73.8MB / 2.6MB,211MB / 288MB,57
2025-12-04T19:52:53+0100,19.38%,316.8MiB / 27.26GiB,76.2MB / 2.67MB,211MB / 289MB,58
2025-12-04T19:52:56+0100,59.96%,314.4MiB / 27.26GiB,78.5MB / 2.78MB,211MB / 289MB,59
2025-12-04T19:52:58+0100,49.06%,323.6MiB / 27.26GiB,78.8MB / 2.81MB,211MB / 289MB,59
2025-12-04T19:53:01+0100,20.50%,315.2MiB / 27.26GiB,91.6MB / 3.16MB,211MB / 289MB,62
2025-12-04T19:53:04+0100,309.96%,420MiB / 27.26GiB,96.2MB / 3.26MB,211MB / 322MB,59
2025-12-04T19:53:06+0100,20.67%,462.7MiB / 27.26GiB,98.4MB / 3.35MB,211MB / 322MB,59
2025-12-04T19:53:09+0100,11.90%,475.9MiB / 27.26GiB,99.5MB / 3.41MB,211MB / 322MB,61
2025-12-04T19:53:12+0100,760.74%,657.8MiB / 27.26GiB,99.6MB / 3.41MB,215MB / 322MB,66
2025-12-04T19:53:14+0100,557.65%,733.5MiB / 27.26GiB,99.6MB / 3.41MB,215MB / 322MB,61
2025-12-04T19:53:17+0100,67.24%,747.8MiB / 27.26GiB,101MB / 3.45MB,215MB / 322MB,59
2025-12-04T19:53:19+0100,358.93%,892.9MiB / 27.26GiB,101MB / 3.48MB,215MB / 322MB,64
2025-12-04T19:53:22+0100,357.11%,1004MiB / 27.26GiB,101MB / 3.48MB,215MB / 367MB,65
2025-12-04T19:53:25+0100,43.22%,990.5MiB / 27.26GiB,102MB / 3.51MB,215MB / 367MB,62
2025-12-04T19:53:27+0100,103.32%,993.8MiB / 27.26GiB,106MB / 3.63MB,215MB / 367MB,61
2025-12-04T19:53:30+0100,104.04%,996.7MiB / 27.26GiB,116MB / 3.87MB,215MB / 367MB,67
